misparmb,persons_count,c3_actual,c30_actual,c31_actual,c32_actual,c33_actual,c34_actual,c35_actual,c36_actual,c37_actual,c38_actual,c39_actual,food_actual,nonfood_actual,FoodNorm-active
49130,5,20261,1381,840,1076,769,4888,749,2158,2172,3049,3178,2221,18039,4360.5767127079
49148,4,20464,2872,695,1840,1054,0,3300,385,2724,4479,3115,3567,16897,3329.8949442497
49155,2,20471,2531,1077,2565,2355,5316,1499,1661,435,1910,1125,3608,16866,1982.0803239582
49163,2,6264,130,160,1761,936,735,200,515,0,1826,0,290,5973,1982.0803239582
49171,2,19399,3339,1500,1807,3117,633,0,126,0,8144,733,4839,14560,1982.0803239582
49189,5,15395,1491,240,3919,1324,901,0,726,3314,2770,710,1731,13664,5074.1256293329
49197,5,16787,941,337,3875,2051,423,0,1322,4182,3237,420,1278,15510,4598.4263515829
49205,5,6211,326,261,2218,948,935,0,0,0,1523,0,587,5624,5153.4088422912
49213,3,9124,3592,420,1693,2041,0,321,40,10,295,712,4012,5112,2933.4788794581
49221,1,5018,887,632,1535,1475,0,0,69,0,370,50,1519,3499,872.1153425416
49239,1,6702,1350,0,1843,1548,696,150,649,366,100,0,1350,5352,872.1153425416
49247,1,9245,195,96,5385,720,267,80,59,210,1711,521,291,8953,872.1153425416
49254,4,20689,2066,711,4147,4985,743,1089,744,5247,619,338,2777,17912,2933.4788794581
49262,2,37131,4375,1062,7515,2570,160,0,4472,1911,14226,840,5437,31694,1982.0803239582
49270,4,22807,4996,1247,4465,1898,971,1002,1944,5005,639,640,6243,16564,3171.3285183330
49288,3,26400,2943,1826,4556,2880,2386,403,2934,3384,4282,805,4769,21630,3250.6117312914
49296,5,40056,8352,2468,4496,2204,8004,1033,1715,3222,5464,3099,10820,29237,4439.8599256663
49304,7,43534,3608,919,26119,1651,798,953,197,2878,3766,2645,4527,39007,7135.4891662493
49312,1,6012,1098,495,1249,175,23,450,498,561,1202,260,1593,4418,951.3985554999
49320,4,12449,1852,48,2500,1283,60,0,96,3482,1980,1148,1900,10549,3171.3285183330
49338,3,14697,2077,802,2279,1513,1843,2270,339,409,3135,30,2879,11818,2933.4788794581
49346,3,23442,1824,921,3716,2336,401,0,1020,6682,5819,724,2745,20698,2933.4788794581
49353,6,11208,3831,760,2562,1681,120,169,186,439,1460,0,4591,6617,6501.2234625827
49361,1,10994,1581,304,6500,1791,0,520,162,1,134,0,1885,9108,1109.9649814166
49379,6,20199,4263,1250,3260,1427,0,0,2598,3245,4156,0,5513,14686,6501.2234625827
49387,3,17529,522,86,6159,669,243,2097,455,3340,3724,232,608,16919,3171.3285183330
49395,7,12483,3503,243,3260,1167,0,401,0,0,3215,694,3746,8737,6976.9227403327
49403,6,18840,2332,618,6436,2518,636,2627,314,2376,150,832,2950,15889,4915.5592034162
49411,6,25062,1433,155,4629,2435,1368,5227,662,3005,1253,4897,1588,23476,5708.3913329995
49429,12,13090,1236,936,3979,1472,268,759,193,1988,249,2012,2172,10920,10386.1008975407
49437,8,8784,862,602,3232,519,461,43,154,1770,427,714,1464,7320,6659.7898884994
49445,8,11414,1420,593,3274,1607,15,435,1893,1273,109,794,2013,9400,6263.3738237078
49452,2,5853,638,413,1898,527,76,320,315,558,315,792,1051,4801,2140.6467498748
49460,2,10965,2215,272,4018,887,353,200,47,13,2299,660,2487,8477,2140.6467498748
49478,8,21624,2665,564,7046,1715,846,657,363,5472,387,1908,3229,18394,7294.0555921660
49486,3,12219,252,124,5098,1078,0,0,536,1075,3254,801,376,11842,3171.3285183330
49494,1,6953,1297,332,257,182,1793,1505,908,631,49,0,1629,5325,872.1153425416
49502,2,16792,0,0,5397,7971,330,0,398,0,2261,435,0,16792,2061.3635369165
49510,1,4899,22,0,3940,223,0,0,176,0,217,322,22,4878,872.1153425416
49528,5,17666,2941,754,3097,674,8447,0,337,317,678,420,3695,13970,4519.1431386246
49536,3,13339,1974,119,3990,1206,233,732,340,1210,3122,412,2093,11245,2933.4788794581
49544,2,48317,2247,1681,5397,2303,686,3971,1244,28566,1284,937,3928,44388,1982.0803239582
49551,9,14516,4980,79,5630,696,258,0,799,707,1270,98,5059,9458,9751.8351938741
49569,3,11152,742,39,4332,1165,0,401,1102,2015,513,843,781,10371,3012.7620924164
49577,2,27119,2066,773,4596,1792,69,247,622,303,13709,2943,2839,24281,1982.0803239582
49585,1,10117,0,0,3000,71,0,251,0,60,6735,0,0,10117,872.1153425416
49593,5,10194,3773,486,500,741,585,0,1127,544,1551,887,4259,5935,4519.1431386246
49601,2,12289,96,139,5163,1391,0,0,556,2897,2047,0,235,12054,1744.2306850832
49619,5,45172,2284,594,10680,3245,34,1497,2368,6162,17369,939,2878,42294,4519.1431386246
49627,3,16014,4456,983,3397,1635,761,0,488,2102,904,1289,5439,10576,2695.6292405831
49635,3,20103,3200,612,5512,1231,1816,1939,1509,2064,1779,441,3812,16291,2933.4788794581
49643,1,10519,714,35,4116,320,0,0,157,152,5025,0,749,9770,1109.9649814166
49650,3,9033,1921,498,3009,586,0,121,434,829,1636,0,2419,6615,2854.1956664997
49668,2,23898,202,8,5441,1080,0,2035,1055,3089,10656,332,210,23688,1427.0978332499
49676,2,43314,8560,1807,10600,4061,60,701,1982,6493,8889,160,10367,32946,1982.0803239582
49684,3,20801,2290,404,7201,1844,810,148,1167,581,4362,1993,2694,18106,3171.3285183330
49692,1,8317,1925,1189,3253,849,252,0,639,0,209,0,3114,5202,872.1153425416
49700,5,30884,3424,420,4884,4213,633,2258,1314,1413,10840,1486,3844,27041,4677.7095645412
49718,2,27321,3005,525,5460,2049,777,259,1600,484,13077,83,3530,23789,1982.0803239582
49726,4,33155,6346,0,4884,3245,60,3724,4412,3722,2460,4304,6346,26811,3171.3285183330
49734,4,33812,1667,1001,5167,1547,2234,0,418,637,20304,836,2668,31143,4360.5767127079
49742,2,11271,982,0,2191,995,546,0,307,2083,3670,498,982,10290,2378.4963887498
49759,1,5945,260,345,3152,567,0,0,365,60,1196,0,605,5340,872.1153425416
49767,1,6946,1357,610,2839,177,0,60,191,430,1123,159,1967,4979,872.1153425416
49775,2,11574,1560,359,7065,784,212,0,433,290,135,736,1919,9655,1982.0803239582
49783,10,15140,1200,326,4145,1614,1207,1792,1052,2979,138,686,1526,13613,8483.3037865409
49791,2,10495,440,153,8211,611,0,0,1,60,368,651,593,9902,2140.6467498748
49809,3,16566,4509,1232,4145,1710,125,949,1042,204,2264,386,5741,10825,3171.3285183330
49817,2,13212,1270,369,4453,999,26,1217,842,966,677,2394,1639,11574,1982.0803239582
49825,8,14477,1276,538,4194,1829,310,2230,226,2405,336,1132,1814,12662,6580.5066755411
49833,1,7826,801,678,3459,495,354,401,174,127,337,1000,1479,6347,872.1153425416
49841,4,9598,1642,280,3459,1251,38,0,442,1171,1290,25,1922,7676,3964.1606479163
49858,8,14227,1664,270,6909,964,568,60,657,1636,355,1144,1934,12293,5946.2409718745
49866,1,8901,0,0,3459,846,401,0,2988,341,865,0,0,8900,872.1153425416
49874,3,7525,1110,186,1955,662,0,150,1300,250,585,1327,1296,6229,3171.3285183330
49882,4,10184,3481,584,2273,767,514,588,126,560,884,407,4065,6119,3567.7445831247
49890,4,10325,1519,1267,1943,708,53,0,161,1335,2971,368,2786,7539,3884.8774349580
49908,4,20180,3643,0,2285,1041,568,622,374,2826,5553,3269,3643,16538,3409.1781572080
49916,3,20686,2021,1678,5118,2293,261,812,1491,1897,5105,10,3699,16987,3012.7620924164
49924,8,18354,1610,984,5624,1266,303,300,822,6179,388,878,2594,15760,7373.3388051243
49932,5,25794,2420,558,9075,1539,554,2502,1746,2457,3931,1013,2978,22817,4994.8424163745
49940,3,18539,3622,523,6415,1601,434,361,1106,2159,1778,541,4145,14395,2933.4788794581
49957,5,19396,923,396,4800,2168,505,1003,1000,5181,3185,234,1319,18076,4598.4263515829
49965,3,40167,2874,858,6343,2190,408,450,1132,4830,19589,1493,3732,36435,3250.6117312914
49973,3,23551,1712,578,3940,1357,891,1277,2863,247,7009,3677,2290,21261,3171.3285183330
49981,4,11446,1424,98,3097,1121,248,543,395,1030,2609,881,1522,9924,3567.7445831247
49999,1,10253,1442,367,3097,599,133,430,3320,570,201,94,1809,8444,872.1153425416
50005,1,19596,1822,462,5184,4158,2473,100,1861,1078,2187,271,2284,17312,872.1153425416
50013,4,34831,1125,261,5383,4233,601,2620,2756,2511,14693,648,1386,33445,4122.7270738330
50021,2,17062,0,712,4926,1719,49,120,1492,343,7667,33,712,16349,1982.0803239582
50039,7,24963,5146,1264,4834,3742,200,346,661,5953,1760,1057,6410,18553,6580.5066755411
50047,2,32389,6634,1005,9096,2071,4197,0,1729,400,6771,486,7639,24750,1982.0803239582
50054,1,13006,1686,407,4834,2663,78,401,503,614,1707,113,2093,10913,872.1153425416
50062,4,19991,4682,875,5064,3996,132,0,899,1751,2180,413,5557,14435,3884.8774349580
50070,1,9209,2658,517,3240,1016,485,78,441,300,59,415,3175,6034,1189.2481943749
50088,2,7690,541,49,1750,536,2154,25,0,1484,465,687,590,7101,1744.2306850832
50096,1,3575,553,180,1896,700,67,0,0,0,179,0,733,2842,872.1153425416
50104,2,6064,1691,554,1650,390,51,35,312,100,174,1106,2245,3818,2061.3635369165
50112,5,13905,2608,613,2697,1398,91,1425,1239,1978,1121,736,3221,10685,4836.2759904579
50120,2,12670,628,700,2152,6102,0,515,2350,150,73,0,1328,11342,1744.2306850832
50138,2,8300,236,435,2623,556,0,160,471,210,3610,0,671,7630,1982.0803239582
50146,1,14020,947,43,3067,834,1315,0,1,969,533,6311,990,13030,872.1153425416
50153,3,6379,784,415,3225,841,0,0,960,1,142,11,1199,5180,3012.7620924164
50161,1,5800,455,183,2708,512,0,0,730,0,1212,0,638,5162,1109.9649814166
50179,5,34246,5611,1140,4299,1287,1038,0,10371,5069,4803,629,6751,27496,4122.7270738330
50187,4,33068,5653,376,4062,1900,10372,0,599,3296,6131,679,6029,27039,4122.7270738330
50195,3,18938,4172,1049,3225,1066,611,280,924,3031,2293,2287,5221,13717,3012.7620924164
50203,4,9196,1232,116,2539,614,60,196,0,0,4398,39,1348,7846,3409.1781572080
50211,1,3101,427,204,2057,338,0,0,0,0,75,0,631,2470,872.1153425416
50229,3,7566,1716,205,2057,988,170,150,223,351,1102,601,1921,5642,1982.0803239582
50237,1,3347,731,152,1690,218,33,0,300,165,57,0,883,2463,872.1153425416
50245,5,8610,2160,416,1598,399,83,320,563,483,1312,1276,2576,6034,3805.5942219997
50252,6,19450,3465,373,5284,1466,176,1010,1172,1422,4851,231,3838,15612,5708.3913329995
50260,4,15995,2585,1528,3297,1383,313,1129,588,1941,2625,607,4113,11883,3964.1606479163
50278,4,25457,3863,632,3556,1479,1166,310,1154,9783,2937,576,4495,20961,3884.8774349580
50286,2,7341,564,116,2300,438,50,802,117,2140,815,0,680,6662,2140.6467498748
50294,2,4845,1060,258,2251,394,0,0,742,0,140,0,1318,3527,1982.0803239582
50302,2,10707,1737,962,3768,714,232,0,771,1199,1226,99,2699,8009,1982.0803239582
50310,4,27727,1787,330,5812,1705,0,834,2029,1021,13258,950,2117,25609,4439.8599256663
50328,2,9741,849,405,3691,1228,1466,800,106,170,829,196,1254,8486,1427.0978332499
50336,4,44638,5034,925,4332,10802,1540,500,1938,1456,16495,1615,5959,38678,3171.3285183330
50344,5,17114,2361,264,5630,2456,0,0,508,2391,3344,160,2625,14489,4360.5767127079
50351,4,19789,566,128,4256,1363,118,799,114,3881,8426,138,694,19095,3250.6117312914
50369,1,6587,471,77,2925,648,214,650,196,96,1190,120,548,6039,872.1153425416
50377,2,14604,550,174,3075,1569,717,250,1384,2190,4696,0,724,13881,1982.0803239582
50385,3,18523,2496,655,4445,1578,668,1080,606,481,4151,2363,3151,15372,3171.3285183330
50393,5,44103,7069,1174,4570,2556,744,3494,5669,7891,7585,3351,8243,35860,5470.5416941245
50401,4,17908,977,45,2398,874,600,194,407,9036,1520,1856,1022,16885,3250.6117312914
50419,2,10288,1487,654,3637,1142,237,0,1990,180,556,404,2141,8146,1982.0803239582
50427,1,10145,2091,553,2381,775,177,694,1564,423,1218,269,2644,7501,1109.9649814166
50435,3,15041,1109,434,4445,7646,0,300,250,230,371,256,1543,13498,2854.1956664997
50443,4,20916,4031,131,3258,1980,2369,254,824,5349,2011,710,4162,16755,3250.6117312914
50450,2,7658,500,0,3197,826,367,0,855,407,1423,84,500,7159,2140.6467498748
50468,8,9580,1094,157,3940,751,305,502,523,1252,371,686,1251,8330,6263.3738237078
50476,3,20391,1578,831,5385,1214,0,0,1380,1482,8343,177,2409,17981,3250.6117312914
50484,3,10978,844,43,4219,619,60,672,824,2447,1048,200,887,10089,2695.6292405831
50492,6,10774,2437,326,4219,1135,181,0,43,517,1684,231,2763,8010,5787.6745459578
50500,4,9371,1333,83,4219,1205,71,0,159,711,1589,0,1416,7954,3409.1781572080
50518,7,12093,2016,162,5000,1500,120,0,1443,607,1045,200,2178,9915,5232.6920552495
50526,3,14476,2297,223,5053,1344,125,80,954,2040,1982,377,2520,11955,2616.3460276248
50534,3,14260,2549,717,5041,1005,233,839,445,1536,1675,221,3266,10995,3171.3285183330
50542,3,11588,616,33,4500,1570,1,217,408,2720,1264,259,649,10939,2616.3460276248
50559,2,13979,2364,391,4219,1850,97,0,735,272,3754,297,2755,11224,1982.0803239582
50567,1,11128,1735,524,5387,662,1337,0,745,250,150,336,2259,8867,1109.9649814166
50575,3,15551,56,0,6434,451,0,181,172,4027,1181,3049,56,15495,2616.3460276248
50583,1,2385,920,460,292,120,0,0,279,124,190,0,1380,1005,872.1153425416
50591,2,28070,1405,173,7227,2717,3058,40,4489,1795,6983,183,1578,26492,1982.0803239582
50609,5,28310,3571,722,5900,3921,774,836,894,3374,6607,1711,4293,24017,4994.8424163745
50617,2,18127,635,227,7267,5340,167,0,3813,311,285,82,862,17265,1744.2306850832
50625,2,9907,253,8,7017,1966,0,0,582,0,80,0,261,9645,1982.0803239582
50633,3,12474,2098,348,4196,1070,83,500,806,490,1458,1424,2446,10027,2695.6292405831
50641,7,37987,7984,857,7013,5258,1031,1552,2071,3561,7403,1258,8841,29147,7135.4891662493
50658,1,17250,1980,178,3397,949,84,2300,2384,2262,3275,443,2158,15094,1189.2481943749
50666,5,7689,1875,783,1499,1390,1318,0,0,170,654,0,2658,5031,5629.1081200412
50674,2,14578,1160,0,3691,906,100,1195,474,1817,5235,0,1160,13418,1427.0978332499
50682,2,5649,934,475,3009,327,0,0,209,284,409,0,1409,4238,1982.0803239582
50690,6,25531,1721,955,4332,978,84,1286,687,975,12272,2242,2676,22856,6263.3738237078
50708,2,7854,1418,157,3497,732,710,60,128,122,1030,0,1575,6279,1982.0803239582
50716,4,23984,939,1346,3459,14503,0,509,1751,230,1169,78,2285,21699,3488.4613701663
50724,8,14061,2438,500,4560,1043,17,1815,682,2411,321,275,2938,11124,6897.6395273744
50732,1,9878,1634,358,4095,904,0,170,197,215,1629,676,1992,7886,872.1153425416
50740,5,14249,1885,307,3996,961,0,824,183,414,5282,396,2192,12056,4360.5767127079
50757,5,12378,1328,80,4913,610,0,745,366,1498,2799,39,1408,10970,4281.2934997496
50765,1,4568,250,119,4095,101,0,0,0,0,2,0,369,4198,872.1153425416
50773,2,28194,1696,373,6708,3250,2291,2470,3595,4215,3595,0,2069,26124,2061.3635369165
50781,2,10662,589,372,5024,1077,0,0,698,340,2364,199,961,9702,1982.0803239582
50799,2,31795,5230,426,6981,2458,0,301,2331,1076,12854,138,5656,26139,1982.0803239582
50807,2,18789,2305,841,6908,2039,206,58,1236,2150,2774,273,3146,15644,1982.0803239582
50815,2,12185,2509,353,3350,1232,255,271,2073,386,596,1161,2862,9324,2140.6467498748
50823,3,27639,3873,1979,9948,4232,264,953,1845,2137,1605,803,5852,21787,3171.3285183330
50831,3,23570,1119,994,6967,2993,80,702,3104,4267,2602,740,2113,21455,2933.4788794581
50849,3,34980,6042,557,6875,1241,1783,1090,847,1542,13101,1903,6599,28382,3171.3285183330
50856,5,20796,1614,1558,4666,1349,0,401,408,2754,7951,95,3172,17624,4439.8599256663
50864,5,33012,4855,864,6285,925,254,1303,2629,4451,9900,1546,5719,27293,5074.1256293329
50872,1,8701,825,513,3023,582,1499,371,388,0,232,1268,1338,7363,872.1153425416
50880,2,14250,1010,0,4666,7585,60,0,584,0,0,345,1010,13240,1744.2306850832
50898,6,17247,3416,1060,4666,1412,37,22,2605,2710,947,375,4476,12774,5946.2409718745
50906,2,12969,545,161,4666,7020,0,181,250,0,89,56,706,12262,2299.2131757915
50914,5,27961,3220,980,6971,2694,435,301,4166,7607,1587,0,4200,23761,4360.5767127079
50922,9,9896,2395,359,4178,761,0,0,0,1977,167,58,2754,7141,7452.6220180827
50930,4,23044,2327,1457,7557,1690,1946,2154,810,2051,1815,1238,3784,19261,4202.0102867913
50948,9,14762,4608,476,4599,1041,647,0,649,1909,521,311,5084,9677,8404.0205735826
50955,6,9767,1125,14,4163,914,416,0,207,2033,259,637,1139,8629,4994.8424163745
50963,7,15785,1058,83,4716,1180,150,110,452,2412,4715,908,1141,14643,5311.9752682078
50971,5,18175,2145,769,6410,1729,0,0,2004,2711,2054,354,2914,15262,3884.8774349580
50989,4,10038,2296,911,0,2133,381,661,1782,1165,410,299,3207,6831,3567.7445831247
50997,2,20505,3675,268,6308,3121,411,1202,4040,159,303,1018,3943,16562,1982.0803239582
51003,1,9562,1939,0,4666,986,0,150,80,220,431,1090,1939,7623,1109.9649814166
51011,2,8787,1473,874,3849,563,141,0,1246,424,144,74,2347,6441,1982.0803239582
51029,6,25675,2216,695,6159,1318,234,7974,176,2765,2267,1871,2911,22764,5708.3913329995
51037,2,16942,2535,1230,6292,950,454,351,705,1041,2641,743,3765,13177,1982.0803239582
51045,3,10205,1933,578,3800,1121,10,110,393,451,1351,458,2511,7694,2854.1956664997
51052,1,5603,1012,147,2931,1238,0,0,0,0,201,75,1159,4445,872.1153425416
51060,3,14753,1490,1215,5671,1184,584,652,450,1434,1794,278,2705,12047,3171.3285183330
51078,2,8149,786,276,4514,873,161,349,162,112,406,511,1062,7088,2140.6467498748
51086,4,13639,1490,430,3849,1222,174,0,0,6077,200,197,1920,11719,3964.1606479163
51094,5,23843,3766,690,4666,1316,56,585,1091,3999,6855,820,4456,19388,4122.7270738330
51102,5,6532,1174,455,2188,500,0,0,0,1499,715,0,1629,4902,5153.4088422912
51110,1,5676,2041,48,2609,494,0,0,0,0,364,121,2089,3588,872.1153425416
51128,3,19294,456,53,4012,1322,491,1703,3061,4291,3543,363,509,18786,2695.6292405831
51136,6,16430,2208,1398,7562,1372,1439,361,266,1222,187,414,3606,12823,6025.5241848328
51144,4,6089,551,431,3278,476,192,0,0,970,166,26,982,5108,3250.6117312914
51151,4,26641,1960,772,3862,1299,139,794,2844,7075,1702,6193,2732,23908,3964.1606479163
51169,3,14055,2143,275,3511,626,69,1486,712,673,1665,2895,2418,11637,3012.7620924164
51177,4,18991,2214,492,3737,1431,643,1253,505,2474,5065,1177,2706,16285,3409.1781572080
51185,2,7412,1391,500,4112,849,186,0,0,120,102,152,1891,5521,1982.0803239582
51193,4,9523,1812,202,2931,916,305,0,238,1872,866,382,2014,7510,3171.3285183330
51201,5,12017,1143,480,3737,901,3203,245,1011,1111,186,0,1623,10394,4360.5767127079
51219,5,20476,3541,361,5671,1559,287,489,510,1954,5935,169,3902,16574,4677.7095645412
51227,4,32216,6891,1044,7777,1526,1259,349,2209,5288,2852,3020,7935,24280,3805.5942219997
51235,7,28167,6527,1099,7480,2587,661,1486,691,1081,6215,339,7626,20540,6818.3563144160
51243,7,16612,5411,1348,3260,1141,130,0,33,878,4277,133,6759,9852,6342.6570366661
51250,5,8937,2849,652,2609,1202,104,160,0,844,182,335,3501,5436,4202.0102867913
51268,3,12759,125,90,4468,1100,217,0,517,2330,3220,692,215,12544,3092.0453053747
51276,2,5962,302,39,3500,799,0,0,509,434,256,125,341,5623,1982.0803239582
51284,3,6040,1741,203,3260,474,0,0,1,0,361,0,1944,4096,2616.3460276248
51292,3,7864,1457,216,2875,381,0,0,0,0,1252,1682,1673,6190,2695.6292405831
51300,6,15043,3698,486,2609,711,200,779,809,1454,1314,2982,4184,10858,5074.1256293329
51318,7,10703,3054,560,3260,861,0,0,0,1519,1362,87,3614,7089,7373.3388051243
51326,5,6751,65,156,4679,713,0,0,106,638,38,357,221,6531,3805.5942219997
51334,9,13955,744,346,4112,2214,510,0,264,2078,2353,1334,1090,12865,8324.7373606242
51342,6,8621,405,16,4193,642,186,1022,408,1423,210,116,421,8200,4756.9927774996
51359,8,10414,1743,475,4278,791,137,0,330,2014,120,525,2218,8195,6025.5241848328
51367,8,14644,2320,307,4197,1466,0,120,906,4122,364,842,2627,12017,6580.5066755411
51375,10,12048,2077,773,4313,993,876,0,509,2051,90,365,2850,9197,8404.0205735826
51383,3,16317,1258,220,4909,1331,337,55,4014,2997,788,408,1478,14839,2933.4788794581
51391,2,9275,840,495,5385,913,43,0,341,162,1096,0,1335,7940,1982.0803239582
51409,2,31114,2176,986,5582,1831,108,802,4719,1320,13465,125,3162,27952,1982.0803239582
51417,5,20786,2065,1619,5509,2554,1029,0,747,4595,1668,1000,3684,17102,4519.1431386246
51425,1,4157,1002,279,251,337,118,935,109,557,437,133,1281,2877,872.1153425416
51433,5,20620,2945,743,6159,1775,1018,1002,1198,3855,1559,365,3688,16931,4122.7270738330
51441,3,16213,3301,1104,3849,1140,70,258,190,4494,1293,514,4405,11808,2854.1956664997
51458,3,18125,1861,405,4666,2712,60,0,638,1568,5802,413,2266,15859,2695.6292405831
51466,3,16897,1135,488,4846,928,40,80,397,1754,6956,274,1623,15275,3012.7620924164
51474,5,35639,3385,844,6015,3520,6163,1582,599,3767,9763,0,4229,31409,4519.1431386246
51482,2,13452,1053,831,6015,1771,919,0,1630,378,854,0,1884,11567,1982.0803239582
51490,7,20912,1330,355,6159,2040,437,1169,526,3279,5286,331,1685,19227,6897.6395273744
51508,7,15886,1666,856,4283,1119,117,178,3783,2461,732,693,2522,13366,5391.2584811662
51516,8,32199,5198,378,6226,1831,1633,1300,1847,4101,8510,1175,5576,26623,7135.4891662493
51524,3,16517,3761,462,3569,2453,106,0,957,1896,3160,153,4223,12294,3092.0453053747
51532,6,22242,3229,634,2690,4431,77,60,252,5827,4202,839,3863,18378,6025.5241848328
51540,3,5979,583,198,2407,616,67,0,333,213,1177,386,781,5199,3012.7620924164
51557,8,30241,3498,532,5863,1540,1450,1855,10032,3241,851,1379,4030,26211,8721.1534254159
51565,1,8271,480,254,3882,933,0,410,309,292,1068,644,734,7538,872.1153425416
51573,6,19075,3505,708,3737,1168,1592,1453,611,3986,1233,1081,4213,14861,5153.4088422912
51581,2,11371,321,635,2994,843,0,0,2899,2014,1465,200,956,10415,1982.0803239582
51599,5,4553,213,11,2687,518,20,226,67,399,412,0,224,4329,3964.1606479163
51607,5,13613,3299,1240,3485,809,400,1062,761,779,1490,286,4539,9072,4598.4263515829
51615,3,9004,113,41,2407,1179,730,1181,1043,496,1597,218,154,8851,2854.1956664997
